ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade,Model,OOS Margin,OOS Win Rate,OOS Trades
CCRS,1,True,False,True,True,False,1.0,,1.0,1.0,,False,,True,10.0,88.6,True,2.0,False,,5853.51,2100.37,3753.14,21,100.00,90.30,-10.0,20.0,35.0,10.0,200.7,PSI-40,114.64128676767388,100,9
CEFM,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,2.0,88.6,True,4.0,False,,333.98,325.20,8.78,10,100.00,86.30,-10.0,20.0,35.0,10.0,450.5,PSI-40,75.1475102519039,100,4
CERA,1,False,True,False,True,False,,1.0,,1.0,,False,,True,2.0,88.6,True,6.0,False,,838.76,610.77,227.99,14,100.00,85.22,-10.0,20.0,35.0,10.0,319.8,PSI-40,47.57787291236957,100,4
CFGH,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,-39.99,-35.05,-4.94,4,100.00,83.89,-10.0,20.0,35.0,10.0,989.3,PSI-40,50.311955555555556,100,5
CICH,1,False,True,False,False,False,,1.0,,,,False,,True,4.0,78.6,True,5.0,False,,-60.02,-58.67,-1.35,1,0.00,85.86,-10.0,20.0,35.0,10.0,1622.0,PSI-40,22.43569491525423,100,2
CIEB,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,2.0,False,,15233.49,23282.22,-8048.72,24,100.00,70.84,-10.0,20.0,35.0,10.0,136.8,PSI-40,36.59349999999995,100,5
CIRA,1,True,False,False,False,False,1.0,,,,,False,,True,7.0,88.6,True,3.0,False,,-23.65,108.41,-132.07,4,100.00,98.53,-10.0,20.0,35.0,10.0,742.3,PSI-40,18.492192439862578,100,2
CLHO,1,False,True,True,True,False,,1.0,1.0,1.0,,False,,True,2.0,78.6,True,3.0,False,,324.43,11210.39,-10885.96,15,100.00,46.45,-10.0,20.0,35.0,10.0,132.5,PSI-40,45.26864257028109,100,6
CNFN,1,False,False,True,True,False,,,1.0,1.0,,False,,True,2.0,50,True,2.0,False,,-7.24,4300.00,-4307.24,5,100.00,43.75,-10.0,20.0,35.0,10.0,261.0,PSI-40,34.76758156028369,100,6
COMI,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,61.8,True,6.0,False,,2186.16,3095.53,-909.37,18,100.00,60.52,-10.0,20.0,35.0,10.0,237.3,PSI-40,20.850867312118297,100,3
COPR,1,False,True,False,False,True,,1.0,,,1.0,False,,True,4.0,88.6,True,2.0,False,,-84.45,-98.57,14.12,13,100.00,99.57,-10.0,20.0,35.0,10.0,293.5,PSI-40,191.23644274250114,100,12
COSG,1,True,True,False,False,False,1.0,1.0,,,,False,,True,4.0,88.6,True,4.0,False,,-58.07,94.78,-152.86,9,100.00,91.90,-10.0,20.0,35.0,10.0,427.3,PSI-40,61.142454545454484,100,4
CPCI,1,True,True,False,False,False,1.0,1.0,,,,False,,True,4.0,88.6,True,4.0,False,,655.78,799.12,-143.34,19,100.00,65.48,-10.0,20.0,35.0,10.0,227.7,PSI-40,145.57320270177604,100,3
CRST,1,False,True,True,False,True,,1.0,1.0,,1.0,False,,True,2.0,50,True,6.0,False,,4772.71,391.25,4381.45,6,100.00,91.85,-10.0,20.0,35.0,10.0,678.8,PSI-40,-446.67233425730194,100,3
CSAG,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,88.6,False,,False,,227.82,666.90,-439.08,3,100.00,88.72,-10.0,20.0,35.0,10.0,1448.7,PSI-40,56.599683918027104,100,2
DAPH,1,False,True,False,True,False,,1.0,,1.0,,False,,True,3.0,88.6,True,5.0,False,,4400.16,2933.22,1466.94,11,100.00,74.57,-10.0,20.0,35.0,10.0,404.7,PSI-40,40.12131285623815,100,4
DCRC,1,False,False,False,True,False,,,,1.0,,False,,True,7.0,88.6,False,,False,,299.20,161.81,137.39,2,100.00,90.22,-10.0,20.0,35.0,10.0,2129.5,PSI-40,-12.757848484848509,0,1
DEIN,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,78.6,True,4.0,False,,4301.16,2178.51,2122.65,28,100.00,73.90,-10.0,20.0,35.0,10.0,140.3,PSI-40,16.629973047581892,0,0
DGTZ,1,True,False,False,False,False,1.0,,,,,False,,True,11.0,50,True,5.0,False,,9.83,1037.81,-1027.98,1,0.00,62.43,-10.0,20.0,35.0,10.0,155.0,PSI-40,126.10881395348837,100,3
DOMT,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,50,True,2.0,False,,103.25,-72.52,175.77,8,100.00,68.44,-10.0,20.0,35.0,10.0,237.6,PSI-40,7.515463297232259,100,2
DSCW,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,50,True,2.0,False,,60.46,634.94,-574.48,9,100.00,86.68,-10.0,20.0,35.0,10.0,234.2,PSI-40,43.81245593345139,100,8
DTPP,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,61.8,False,,False,,358.61,1794.88,-1436.27,4,100.00,72.21,-10.0,20.0,35.0,10.0,814.5,PSI-40,231.78793062705296,100,4
EALR,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,88.6,False,,False,,178.82,188.11,-9.29,3,100.00,88.14,-10.0,20.0,35.0,10.0,1132.3,PSI-40,492.51406308324,100,4
EASB,1,True,False,False,False,False,1.0,,,,,False,,True,5.0,88.6,True,5.0,False,,320.23,1392.34,-1072.11,4,100.00,90.19,-10.0,20.0,35.0,10.0,784.0,PSI-40,22.141957454171717,100,1
EAST,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,88.6,True,4.0,False,,946.07,3881.45,-2935.38,12,100.00,74.62,-10.0,20.0,35.0,10.0,339.7,PSI-40,42.62179206566346,100,5
EBSC,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,88.6,True,5.0,False,,4.06,4031.43,-4027.36,3,100.00,83.51,-10.0,20.0,35.0,10.0,886.0,PSI-40,80.00857894497491,100,3
ECAP,1,False,True,False,True,False,,1.0,,1.0,,False,,True,2.0,50,True,2.0,False,,327.64,66.62,261.02,17,100.00,90.26,-10.0,20.0,35.0,10.0,264.8,PSI-40,17.32742782834849,100,6
EDFM,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,78.6,True,4.0,False,,1021.01,1090.23,-69.22,14,100.00,59.80,-10.0,20.0,35.0,10.0,304.9,PSI-40,37.66000000000003,100,5
EEII,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,88.6,True,6.0,False,,158.76,-25.68,184.44,7,100.00,88.66,-10.0,20.0,35.0,10.0,478.3,PSI-40,111.24148148148154,100,5
EFIC,1,False,False,True,False,False,,,1.0,,,False,,True,3.0,78.6,False,,False,,490.48,726.09,-235.61,2,100.00,91.22,-10.0,20.0,35.0,10.0,2246.5,PSI-40,14.483615405151184,100,2
EFID,1,True,False,False,False,False,1.0,,,,,False,,True,7.0,88.6,False,,False,,165.86,152.40,13.46,2,100.00,69.42,-10.0,20.0,35.0,10.0,1066.0,PSI-40,59.31657142857145,100,2
EFIH,1,True,False,False,False,True,1.0,,,,1.0,False,,True,6.0,78.6,True,4.0,False,,20.11,151.21,-131.10,6,100.00,41.66,-10.0,20.0,35.0,10.0,115.3,PSI-40,92.67486317352211,100,4
EGAL,1,True,True,False,True,False,1.0,1.0,,1.0,,False,,True,2.0,50,True,2.0,False,,708.20,1399.60,-691.40,20,100.00,90.21,-10.0,20.0,35.0,10.0,218.3,PSI-40,-13.947794871794827,100,10
EGBE,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,78.6,True,5.0,False,,30.39,70.99,-40.60,9,100.00,86.53,-10.0,20.0,35.0,10.0,491.4,PSI-40,44.699323313908636,100,4
EGCH,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,88.6,True,3.0,False,,791.44,1937.48,-1146.04,20,100.00,89.94,-10.0,20.0,35.0,10.0,220.4,PSI-40,64.86112071330591,100,7
EGREF,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,50,True,4.0,False,,-10.52,-13.13,2.61,2,100.00,43.25,-10.0,20.0,35.0,10.0,539.5,PSI-40,9.896526315789487,100,4
EGS30AJ1C016-EGP,1,True,False,False,True,False,1.0,,,1.0,,False,,True,5.0,88.6,False,,False,,1666.11,407.82,1258.29,3,100.00,97.17,-10.0,20.0,35.0,10.0,92.3,PSI-40,498.73866666666663,100,2
EGS48271C018-EGP,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,3.0,False,,-25.00,-40.00,15.00,1,0.00,50.00,-10.0,20.0,35.0,10.0,323.0,PSI-40,157.57355555555557,100,2
EGSA,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,50,True,4.0,False,,157.04,256.32,-99.28,16,100.00,77.30,-10.0,20.0,35.0,10.0,281.4,PSI-40,2.0375621301775197,100,2
EGTS,1,False,True,False,False,False,,1.0,,,,False,,True,6.0,88.6,True,3.0,False,,432.66,1182.32,-749.66,6,100.00,92.42,-10.0,20.0,35.0,10.0,738.0,PSI-40,269.63130232558154,100,6
EHDR,1,True,False,True,False,True,1.0,,1.0,,1.0,False,,True,2.0,78.6,False,,False,,1552.72,559.75,992.97,4,100.00,91.85,-10.0,20.0,35.0,10.0,1090.8,PSI-40,24.23424561403506,100,2
EITP,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,78.6,True,2.0,False,,11.01,59.02,-48.01,3,100.00,99.08,-10.0,20.0,35.0,10.0,54.7,PSI-40,82.79684848484848,100,3
ELEC,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,88.6,True,2.0,False,,411.27,5034.28,-4623.02,12,100.00,82.62,-10.0,20.0,35.0,10.0,314.9,PSI-40,70.96031648616128,100,8
ELKA,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,5.0,False,,2626.06,592.97,2033.09,16,100.00,70.86,-10.0,20.0,35.0,10.0,252.8,PSI-40,107.52582502579327,100,3
ELNA,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,88.6,True,4.0,False,,246.70,183.37,63.33,9,100.00,85.95,-10.0,20.0,35.0,10.0,432.8,PSI-40,34.60522503008422,100,4
ELSH,1,True,False,False,False,False,1.0,,,,,False,,True,5.0,88.6,True,6.0,False,,768.55,364.70,403.86,8,100.00,83.17,-10.0,20.0,35.0,10.0,532.1,PSI-40,38.1530938352428,100,2
ELWA,1,False,True,False,False,True,,1.0,,,1.0,False,,True,2.0,88.6,True,2.0,False,,-43.60,-53.50,9.91,5,100.00,85.42,-10.0,20.0,35.0,10.0,574.8,PSI-40,10.60198377997176,100,7
EMFD,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,88.6,False,,False,,91.83,656.00,-564.17,1,0.00,56.80,-10.0,20.0,35.0,10.0,2308.0,PSI-40,27.251625761531777,100,2
ENGC,1,True,False,True,False,False,1.0,,1.0,,,False,,True,2.0,88.6,True,4.0,False,,9754.58,11267.82,-1513.24,20,100.00,73.31,-10.0,20.0,35.0,10.0,216.3,PSI-40,32.7719324894515,100,5
EOSB,1,False,False,False,False,True,,,,,1.0,False,,True,2.0,50,True,3.0,False,,-67.44,75.07,-142.51,1,0.00,85.15,-10.0,20.0,35.0,10.0,2986.0,PSI-40,5.553939393939409,0,1
EPCO,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,50,True,2.0,False,,18.25,461.64,-443.39,9,100.00,91.53,-10.0,20.0,35.0,10.0,492.3,PSI-40,113.77771945701366,100,12
EPPK,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,False,,False,,298.86,298.53,0.33,5,100.00,70.51,-10.0,20.0,35.0,10.0,693.0,PSI-40,70.68684946236559,100,2
ETEL,1,True,True,False,False,False,1.0,1.0,,,,False,,True,6.0,78.6,True,4.0,False,,73.15,231.00,-157.85,7,100.00,75.69,-10.0,20.0,35.0,10.0,656.1,PSI-40,95.08764498409951,100,4
ETRS,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,False,,False,,1971.63,1042.36,929.27,9,100.00,82.91,-10.0,20.0,35.0,10.0,424.7,PSI-40,81.58727306967978,100,3
EXPA,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,88.6,True,5.0,False,,291.98,608.63,-316.65,7,100.00,85.25,-10.0,20.0,35.0,10.0,630.7,PSI-40,26.990662170868646,100,3
FAIT,1,False,False,True,True,False,,,1.0,1.0,,False,,True,4.0,88.6,True,2.0,False,,2035.63,5470.23,-3434.60,25,100.00,81.51,-10.0,20.0,35.0,10.0,168.2,PSI-40,20.676076641980586,100,7
FAITA,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,3.0,False,,263.34,144.88,118.46,10,100.00,78.99,-10.0,20.0,35.0,10.0,421.9,PSI-40,7.7151547697582945,100,3
FCMD,1,False,True,True,False,False,,1.0,1.0,,,False,,True,7.0,88.6,True,4.0,False,,-16.60,-5.87,-10.73,2,100.00,90.64,-10.0,20.0,35.0,10.0,1374.5,PSI-40,130.97925965669936,100,5
FIRE,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,88.6,True,4.0,False,,200.31,344.85,-144.55,2,100.00,61.37,-10.0,20.0,35.0,10.0,587.5,PSI-40,125.65277777777779,100,3
FNAR,1,True,True,False,True,True,1.0,1.0,,1.0,1.0,False,,True,2.0,88.6,True,3.0,False,,624.63,564.00,60.63,10,100.00,80.79,-10.0,20.0,35.0,10.0,252.0,PSI-40,260.69509638554234,100,7
FTNS,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,50,True,3.0,False,,4.16,2.35,1.82,3,100.00,47.12,-10.0,20.0,35.0,10.0,65.3,PSI-40,19.290103519668754,100,4
FWRY,1,True,False,False,False,False,1.0,,,,,False,,True,5.0,88.6,True,4.0,False,,88.99,344.51,-255.52,2,100.00,73.57,-10.0,20.0,35.0,10.0,522.0,PSI-40,43.76685185185191,100,3
GBCO,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,78.6,True,5.0,False,,170.14,11314.83,-11144.68,5,100.00,86.62,-10.0,20.0,35.0,10.0,823.4,PSI-40,48.382041198501895,100,3
GDWA,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,50,True,2.0,False,,320.82,153.01,167.81,9,100.00,46.58,-10.0,20.0,35.0,10.0,69.9,PSI-40,42.48457931034486,100,4
GGCC,1,True,True,False,False,True,1.0,1.0,,,1.0,False,,True,11.0,88.6,True,5.0,False,,11892.69,3985.34,7907.34,15,100.00,81.20,-10.0,20.0,35.0,10.0,303.1,PSI-40,93.52067875930726,100,3
GIHD,1,False,True,False,False,False,,1.0,,,,False,,True,3.0,88.6,True,4.0,False,,584.79,1153.60,-568.81,7,100.00,79.25,-10.0,20.0,35.0,10.0,539.9,PSI-40,71.39107692307692,100,3
GMCI,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,3.0,False,,-75.12,325.48,-400.61,3,100.00,94.75,-10.0,20.0,35.0,10.0,1120.3,PSI-40,106.22498058252427,100,5
GPIM,1,False,False,True,True,False,,,1.0,1.0,,False,,True,11.0,88.6,True,2.0,False,,888.41,1727.16,-838.75,9,100.00,97.76,-10.0,20.0,35.0,10.0,339.6,PSI-40,309.2970288455813,100,10
GPPL,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,78.6,True,2.0,False,,-42.90,-25.27,-17.63,2,100.00,80.56,-10.0,20.0,35.0,10.0,1134.0,PSI-40,34.32686821705427,0,1
GRCA,1,True,True,False,False,False,1.0,1.0,,,,False,,True,5.0,88.6,True,6.0,False,,0.96,20.86,-19.90,3,100.00,83.34,-10.0,20.0,35.0,10.0,1168.0,PSI-40,105.20208404966564,100,3
GSSC,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,3.0,88.6,True,4.0,False,,523.70,926.30,-402.61,11,100.00,87.41,-10.0,20.0,35.0,10.0,414.3,PSI-40,77.91843277645182,100,5
GTEX,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,50,True,4.0,False,,25.19,8.57,16.61,3,100.00,19.31,-10.0,20.0,35.0,10.0,55.0,PSI-40,-2.773838738738746,0,1
GTHE,1,False,True,True,True,True,,1.0,1.0,1.0,1.0,False,,True,2.0,88.6,True,3.0,False,,215.38,-64.17,279.55,5,100.00,85.02,-10.0,20.0,35.0,10.0,84.2,PSI-40,69.68780180180187,100,4
GTWL,1,False,True,False,False,True,,1.0,,,1.0,False,,True,3.0,88.6,True,3.0,False,,140.58,-97.55,238.13,4,100.00,81.22,-10.0,20.0,35.0,10.0,767.0,PSI-40,134.78133333333324,100,10
HDBK,1,False,True,False,False,False,,1.0,,,,False,,True,6.0,88.6,True,4.0,False,,2366.99,1185.27,1181.71,13,100.00,78.81,-10.0,20.0,35.0,10.0,337.8,PSI-40,45.99874075794165,100,4
HELI,1,True,False,True,True,False,1.0,,1.0,1.0,,False,,True,6.0,78.6,True,4.0,False,,2920.08,1192.87,1727.22,17,100.00,87.76,-10.0,20.0,35.0,10.0,266.4,PSI-40,63.35660408915214,100,6
HRHO,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,78.6,True,3.0,False,,973.53,190.74,782.79,12,100.00,87.09,-10.0,20.0,35.0,10.0,369.7,PSI-40,44.345695811434965,100,6
IBCT,1,False,False,False,False,True,,,,,1.0,False,,True,3.0,88.6,False,,False,,121.09,24.50,96.58,1,0.00,85.39,-10.0,20.0,35.0,10.0,2394.0,PSI-40,565.3628717948718,100,3
ICFC,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,88.6,True,5.0,False,,525.64,492.09,33.55,10,100.00,94.28,-10.0,20.0,35.0,10.0,258.8,PSI-40,111.5267057563623,100,4
ICID,1,True,False,True,True,False,1.0,,1.0,1.0,,False,,True,5.0,78.6,True,2.0,False,,5391.20,-1.59,5392.78,17,100.00,86.65,-10.0,20.0,35.0,10.0,241.8,PSI-40,153.4680074280409,100,10
ICLE,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,False,,False,,33.04,-54.01,87.06,1,0.00,33.17,-10.0,20.0,35.0,10.0,523.0,PSI-40,0.25621999933673756,0,0
IDRE,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,88.6,False,,False,,250.70,128.93,121.77,5,100.00,89.67,-10.0,20.0,35.0,10.0,570.4,PSI-40,203.0240586080586,100,3
IEEC,1,True,True,False,False,False,1.0,1.0,,,,False,,True,4.0,88.6,True,6.0,False,,-36.47,135.04,-171.51,1,0.00,75.94,-10.0,20.0,35.0,10.0,732.0,PSI-40,165.42911044776125,100,3
IFAP,1,False,True,True,True,False,,1.0,1.0,1.0,,False,,True,5.0,88.6,True,4.0,False,,13936.66,16785.14,-2848.48,8,100.00,96.13,-10.0,20.0,35.0,10.0,525.9,PSI-40,37.1357056180986,100,4
INEG,1,True,False,False,False,True,1.0,,,,1.0,False,,True,3.0,61.8,True,3.0,False,,-51.45,4.51,-55.96,3,100.00,87.57,-10.0,20.0,35.0,10.0,776.3,PSI-40,298.8760666666667,100,8
INFI,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,88.6,False,,False,,189.54,538.00,-348.46,3,100.00,86.98,-10.0,20.0,35.0,10.0,1106.0,PSI-40,18.53590431801092,100,2
IRAX,1,True,True,False,True,True,1.0,1.0,,1.0,1.0,False,,True,6.0,88.6,True,5.0,False,,1713.41,1221.21,492.20,7,100.00,91.70,-10.0,20.0,35.0,10.0,673.7,PSI-40,10.746602717825736,100,2
IRON,1,True,False,False,False,False,1.0,,,,,False,,True,11.0,78.6,True,5.0,False,,6734.18,3393.99,3340.19,8,100.00,97.62,-10.0,20.0,35.0,10.0,543.3,PSI-40,1.7849792147806056,0,1
ISMA,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,50,True,2.0,False,,509.95,1797.03,-1287.08,17,100.00,91.15,-10.0,20.0,35.0,10.0,220.2,PSI-40,117.77182060321184,100,8
ISMQ,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,5.0,False,,104.69,116.53,-11.84,3,100.00,52.39,-10.0,20.0,35.0,10.0,226.0,PSI-40,122.52356790123449,100,4
ISPH,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,88.6,True,6.0,False,,119.69,87.22,32.47,4,100.00,86.22,-10.0,20.0,35.0,10.0,407.5,PSI-40,78.24963788968823,100,4
JUFO,1,False,False,False,False,True,,,,,1.0,False,,True,2.0,50,True,2.0,False,,1081.15,4366.67,-3285.51,30,100.00,68.51,-10.0,20.0,35.0,10.0,100.3,PSI-40,36.13812035608311,100,6
KABO,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,88.6,True,6.0,False,,686.10,431.93,254.18,6,100.00,90.53,-10.0,20.0,35.0,10.0,750.7,PSI-40,-39.3294078077148,100,3
KRDI,1,True,False,True,False,True,1.0,,1.0,,1.0,False,,True,2.0,50,True,2.0,False,,-12.91,474.00,-486.91,10,100.00,74.03,-10.0,20.0,35.0,10.0,59.7,PSI-40,34.05514721445127,100,9
KWIN,1,False,True,True,True,False,,1.0,1.0,1.0,,False,,True,2.0,50,True,2.0,False,,122.23,149.38,-27.14,6,100.00,87.08,-10.0,20.0,35.0,10.0,538.5,PSI-40,196.69317948717958,100,9
KZPC,1,True,True,False,False,False,1.0,1.0,,,,False,,True,7.0,88.6,True,2.0,False,,4204.76,3536.08,668.68,31,100.00,68.80,-10.0,20.0,35.0,10.0,118.2,PSI-40,34.02409145042248,100,4
LCSW,1,False,False,True,False,True,,,1.0,,1.0,False,,True,2.0,50,True,3.0,False,,46.93,19.65,27.28,4,100.00,91.82,-10.0,20.0,35.0,10.0,1040.5,PSI-40,23.851544624325452,100,6
LKGP,1,True,True,False,False,False,1.0,1.0,,,,False,,True,3.0,78.6,True,6.0,False,,802.42,400.00,402.42,5,100.00,66.46,-10.0,20.0,35.0,10.0,184.6,PSI-40,72.12469230769233,100,3
LUTS,1,True,False,False,True,False,1.0,,,1.0,,False,,True,4.0,78.6,True,5.0,False,,180.09,113.72,66.37,4,100.00,27.77,-10.0,20.0,35.0,10.0,82.0,PSI-40,-1.5569213035158498,100,2
MAAL,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,78.6,True,6.0,False,,865.81,379.31,486.50,7,100.00,55.34,-10.0,20.0,35.0,10.0,341.7,PSI-40,110.29450928381962,100,3
MASR,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,78.6,True,4.0,False,,836.36,477.10,359.26,12,100.00,82.82,-10.0,20.0,35.0,10.0,346.3,PSI-40,40.12070562552475,100,3
MBEG,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,78.6,True,5.0,False,,588.28,168.17,420.11,9,100.00,70.36,-10.0,20.0,35.0,10.0,194.2,PSI-40,188.1154234234234,100,4
MBSC,1,False,False,False,True,True,,,,1.0,1.0,False,,True,2.0,88.6,True,4.0,False,,162.06,262.21,-100.14,16,100.00,84.75,-10.0,20.0,35.0,10.0,281.3,PSI-40,133.71799999999985,100,6
MCQE,1,True,True,False,False,False,1.0,1.0,,,,False,,True,10.0,88.6,True,6.0,False,,46.19,43.59,2.60,8,100.00,94.28,-10.0,20.0,35.0,10.0,573.5,PSI-40,388.220463608043,100,4
MCRO,1,True,True,False,True,False,1.0,1.0,,1.0,,False,,True,2.0,88.6,True,5.0,False,,-44.09,-48.56,4.47,1,0.00,61.20,-10.0,20.0,35.0,10.0,698.0,PSI-40,128.82864379611786,100,5
MEGM,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,61.89,1220.00,-1158.11,2,100.00,9.67,-10.0,20.0,35.0,10.0,366.0,PSI-40,-1158.107,100,2
MENA,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,88.6,True,6.0,False,,996.35,455.86,540.48,6,100.00,92.84,-10.0,20.0,35.0,10.0,757.7,PSI-40,24.874538461538435,100,3
MEPA,1,True,True,False,True,False,1.0,1.0,,1.0,,False,,True,2.0,88.6,True,4.0,False,,617.52,655.46,-37.95,6,100.00,91.54,-10.0,20.0,35.0,10.0,515.3,PSI-40,24.571503937007932,100,4
MFPC,1,False,False,True,False,True,,,1.0,,1.0,False,,True,2.0,88.6,True,6.0,False,,851.21,750.47,100.73,8,100.00,77.53,-10.0,20.0,35.0,10.0,240.1,PSI-40,25.303792358092686,100,3
MFSC,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,88.6,True,2.0,False,,329.58,1406.45,-1076.87,14,100.00,78.16,-10.0,20.0,35.0,10.0,296.6,PSI-40,46.21379149329641,100,8
MHOT,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,50,True,2.0,False,,840.00,2682.69,-1842.69,28,100.00,77.85,-10.0,20.0,35.0,10.0,146.5,PSI-40,22.22331481481481,100,4
MICH,1,False,True,True,True,False,,1.0,1.0,1.0,,False,,True,2.0,88.6,False,,False,,238.75,191.42,47.33,3,100.00,85.25,-10.0,20.0,35.0,10.0,1526.7,PSI-40,12.523915258388442,100,2
MILS,1,False,True,True,False,False,,1.0,1.0,,,False,,True,3.0,88.6,False,,False,,65.55,74.74,-9.19,2,100.00,86.56,-10.0,20.0,35.0,10.0,2296.5,PSI-40,123.09198186143323,100,2
MIPH,1,False,False,True,False,False,,,1.0,,,False,,True,3.0,88.6,True,6.0,False,,234.25,1724.90,-1490.65,13,100.00,73.75,-10.0,20.0,35.0,10.0,238.8,PSI-40,36.04477273620108,100,3
MISR,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,-55.03,-78.00,22.97,2,100.00,77.26,-10.0,20.0,35.0,10.0,1111.5,PSI-40,0,0,0
MMAT,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,3.0,False,,209.04,-23.18,232.21,5,100.00,91.18,-10.0,20.0,35.0,10.0,497.0,PSI-40,5.252121212121239,100,1
MOED,1,True,False,True,True,False,1.0,,1.0,1.0,,False,,True,2.0,88.6,True,5.0,False,,-33.47,298.92,-332.39,3,100.00,97.02,-10.0,20.0,35.0,10.0,912.0,PSI-40,55.90466890184652,100,4
MOIL,1,False,False,False,False,True,,,,,1.0,False,,True,2.0,88.6,False,,False,,-88.59,-70.18,-18.41,1,0.00,98.42,-10.0,20.0,35.0,10.0,3999.0,PSI-40,55.61626740947071,100,1
MOIN,1,True,False,False,False,False,1.0,,,,,False,,True,12.0,88.6,False,,False,,16205.57,12860.44,3345.13,4,100.00,68.34,-10.0,20.0,35.0,10.0,1071.5,PSI-40,52.24581550265782,100,1
MOSC,1,False,True,False,False,False,,1.0,,,,False,,True,9.0,88.6,False,,False,,323.70,116.18,207.52,2,100.00,84.34,-10.0,20.0,35.0,10.0,2158.5,PSI-40,106.71812149107853,100,2
MPCI,1,True,False,False,False,False,1.0,,,,,False,,True,11.0,88.6,True,5.0,False,,418.99,599.36,-180.37,8,100.00,85.36,-10.0,20.0,35.0,10.0,490.5,PSI-40,436.65741259583103,100,3
MPCO,1,True,False,False,False,False,1.0,,,,,False,,True,4.0,78.6,False,,False,,7884.65,2945.11,4939.54,7,100.00,84.29,-10.0,20.0,35.0,10.0,556.1,PSI-40,3.6511484018264895,100,2
MPRC,1,False,True,True,False,False,,1.0,1.0,,,False,,True,4.0,88.6,True,5.0,False,,189.88,113.82,76.06,7,100.00,83.55,-10.0,20.0,35.0,10.0,650.4,PSI-40,49.24860964323031,100,3
