ticker_id,Max Slots,L-14.6,L-23.6,L-38.2,L-50.0,L-61.8,Slots L-14.6,Slots L-23.6,Slots L-38.2,Slots L-50.0,Slots L-61.8,Use Smrt Index Exit,Exit Level,Use AYM,AYM TP Multiplier,AYM Limit,Use ATR,ATR Distance,Use Stoploss,Stoploss Level,Sys ROI,B&H ROI,ROI Margin,# of Trades,Win Rate,Max Drawdown,Avg. Adverse Excursion,Avg. Favorable Excursion,Annual CAGR,Avg. Return/Trade,Avg Bars/Trade,Model,OOS Margin,OOS Win Rate,OOS Trades
AALR,1,True,True,False,False,False,1.0,1.0,,,,False,,True,3.0,88.6,True,6.0,False,,109.32,37.44,71.88,7,100.00,91.28,-10.0,20.0,35.0,10.0,508.6,PSI-40,285.37708865534887,100,4
ABUK,1,False,True,True,False,False,,1.0,1.0,,,False,,True,2.0,88.6,True,3.0,False,,503.63,1233.56,-729.93,19,100.00,66.65,-10.0,20.0,35.0,10.0,214.3,PSI-8,40.21526020816651,100,3
ACAMD,1,True,False,False,False,False,1.0,,,,,False,,True,9.0,88.6,True,4.0,False,,93.41,69.66,23.76,4,100.00,74.95,-10.0,20.0,35.0,10.0,359.8,PSI-40,101.71658189845473,100,3
ACAP,1,False,False,True,False,False,,,1.0,,,False,,True,6.0,88.6,False,,False,,89.75,831.90,-742.15,1,0.00,15.59,-10.0,20.0,35.0,10.0,174.0,PSI-8,87.09293869731795,100,2
ACGC,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,50,True,2.0,False,,23.28,40.56,-17.28,7,100.00,87.47,-10.0,20.0,35.0,10.0,639.7,PSI-40,27.08104584882276,100,8
ACTF,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,2.0,False,,18.33,-10.90,29.24,2,100.00,4.82,-10.0,20.0,35.0,10.0,15.0,PSI-40,5.555578947368421,0,1
ADCI,1,False,False,False,True,True,,,,1.0,1.0,False,,True,2.0,88.6,True,5.0,False,,898.04,871.01,27.03,13,100.00,87.71,-10.0,20.0,35.0,10.0,320.2,PSI-8,172.83542710520175,100,3
ADIB,1,True,False,False,False,True,1.0,,,,1.0,False,,True,10.0,88.6,True,6.0,False,,3858.46,1167.91,2690.55,9,100.00,80.99,-10.0,20.0,35.0,10.0,482.6,PSI-8,49.029106478857415,100,3
ADPC,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,4.0,False,,73.84,37.37,36.47,11,100.00,90.09,-10.0,20.0,35.0,10.0,181.3,PSI-40,85.53816033755274,100,5
ADRI,1,False,True,False,False,False,,1.0,,,,False,,True,12.0,78.6,True,4.0,False,,-37.65,-10.22,-27.43,2,100.00,90.47,-10.0,20.0,35.0,10.0,1161.0,PSI-40,464.55177625570786,100,4
AFDI,1,True,False,True,True,True,1.0,,1.0,1.0,1.0,False,,True,2.0,50,True,2.0,False,,-0.73,66.12,-66.85,5,100.00,95.55,-10.0,20.0,35.0,10.0,867.8,PSI-8,47.52407519715652,100,7
AFMC,1,True,False,True,False,False,1.0,,1.0,,,False,,True,5.0,78.6,True,6.0,False,,874.60,1195.37,-320.77,8,100.00,90.34,-10.0,20.0,35.0,10.0,535.1,PSI-8,321.0162556260102,100,2
AIFI,1,False,False,False,True,False,,,,1.0,,False,,True,2.0,88.6,True,4.0,False,,172.14,1700.37,-1528.23,4,100.00,87.49,-10.0,20.0,35.0,10.0,655.5,PSI-8,113.37043126374115,100,3
AIH,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,88.6,True,4.0,False,,-57.05,-63.13,6.08,4,100.00,92.26,-10.0,20.0,35.0,10.0,993.5,PSI-8,147.9513024547928,100,5
AJWA,1,True,False,False,False,True,1.0,,,,1.0,False,,True,4.0,78.6,True,4.0,False,,7617.24,1732.14,5885.10,9,100.00,92.03,-10.0,20.0,35.0,10.0,409.1,PSI-40,18.209145644882625,100,3
ALCN,1,True,True,False,True,False,1.0,1.0,,1.0,,False,,True,3.0,78.6,True,2.0,False,,9614.39,14528.51,-4914.12,35,100.00,87.50,-10.0,20.0,35.0,10.0,113.5,PSI-8,62.365814569536404,100,10
ALEX,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,50,True,3.0,False,,2439.55,187.23,2252.32,2,100.00,62.85,-10.0,20.0,35.0,10.0,13.0,PSI-40,542.487512820513,100,3
ALUM,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,78.6,True,6.0,False,,1818.61,1048.30,770.31,11,100.00,78.63,-10.0,20.0,35.0,10.0,336.5,PSI-8,71.44374944567622,100,4
AMER,1,True,True,True,False,False,1.0,1.0,1.0,,,False,,True,6.0,88.6,True,5.0,False,,-22.16,-75.74,53.58,4,100.00,92.99,-10.0,20.0,35.0,10.0,780.8,PSI-8,157.6372280701753,100,4
AMES,1,True,True,False,False,False,1.0,1.0,,,,False,,True,5.0,88.6,True,5.0,False,,2161.48,1354.37,807.11,8,100.00,76.19,-10.0,20.0,35.0,10.0,372.0,PSI-8,377.57720745190795,100,4
AMIA,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,88.6,False,,False,,-25.31,563.37,-588.68,1,0.00,88.66,-10.0,20.0,35.0,10.0,3380.0,PSI-8,157.42591967871482,100,4
AMII,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,78.6,True,6.0,False,,186.99,549.92,-362.93,2,100.00,81.14,-10.0,20.0,35.0,10.0,1625.0,PSI-8,122.62438095238099,100,3
AMOC,1,True,False,False,False,False,1.0,,,,,False,,True,2.0,88.6,True,5.0,False,,27.21,45.04,-17.84,4,100.00,86.90,-10.0,20.0,35.0,10.0,1051.5,PSI-8,43.39091489361702,100,4
AMPI,1,False,False,True,False,False,,,1.0,,,False,,True,2.0,88.6,True,2.0,False,,121.39,-33.00,154.39,2,100.00,90.85,-10.0,20.0,35.0,10.0,1480.5,PSI-8,35.98438907469341,100,5
APPC,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,88.6,True,3.0,False,,-16.79,-35.88,19.09,1,0.00,51.05,-10.0,20.0,35.0,10.0,298.0,PSI-40,48.62529969418959,100,3
APSW,1,True,False,False,False,True,1.0,,,,1.0,False,,True,2.0,50,True,2.0,False,,52.82,-11.77,64.59,6,100.00,83.25,-10.0,20.0,35.0,10.0,720.7,PSI-8,25.5654761904762,100,5
ARAB,1,True,False,False,True,False,1.0,,,1.0,,False,,True,2.0,88.6,True,6.0,False,,125.19,95.69,29.51,3,100.00,82.42,-10.0,20.0,35.0,10.0,662.0,PSI-8,41.45782546288396,100,3
ARCC,1,True,True,False,False,False,1.0,1.0,,,,False,,True,2.0,61.8,True,6.0,False,,34.44,750.00,-715.56,3,100.00,88.07,-10.0,20.0,35.0,10.0,810.3,PSI-40,168.51141222879687,100,4
AREH,1,False,True,False,False,False,,1.0,,,,False,,True,2.0,88.6,True,6.0,False,,-45.96,-9.23,-36.73,6,100.00,90.93,-10.0,20.0,35.0,10.0,653.3,PSI-40,134.275559155621,100,3
ASCM,1,True,False,False,False,False,1.0,,,,,False,,True,3.0,88.6,True,6.0,False,,-32.73,8094.08,-8126.81,2,100.00,95.68,-10.0,20.0,35.0,10.0,2044.5,PSI-8,50.419196283391386,100,3
